Type,ID,Name,Version List
0,5174450,ESCM Scanning Disp. Pick Buf.,ESCM2.1
0,5174451,ESCM Scanning Finish SU Buf.,ESCM2.1
0,5174452,ESCM Scanning Bin Content Buf.,ESCM2.1
0,5174453,ESCM Scanning Put-away Buf.,ESCM2.1
0,5174454,ESCM Scanning Phys. Inv. Buf.,ESCM2.1
0,5174455,ESCM Scan. Man. Bin Mvmt Buf.,ESCM2.1
0,5174456,ESCM Scanning Pick Buffer,ESCM2.1
0,5174457,ESCM Scanning Output Buffer,ESCM2.1
0,5174458,ESCM Scanning Consumption Buf.,ESCM2.1
0,5174459,ESCM Scanning Loading Buffer,ESCM2.1.1
0,5174500,ESCM Workflow Template Header,ESCM1.09.5
0,5174501,ESCM Workflow Template Line,ESCM2.1.1
0,5174502,ESCM Workflow Condition,ESCM1.09.5
0,5174503,ESCM Workflow Condition Line,ESCM2.00.1
0,5174504,ESCM Workflow User,ESCM1.09.5
0,5174505,ESCM Workflow Team,ESCM2.1.1
0,5174506,ESCM Workflow Team Member,ESCM1.09.5
0,5174507,ESCM Workflow Action,"ESCM2.1.1,MC0110"
0,5174508,ESCM Workflow Action Line,ESCM2.1.1
0,5174510,ESCM Workflow Header,ESCM2.1.1
0,5174511,ESCM Workflow Line,ESCM2.50
0,5174512,ESCM Workflow Assigned Record,ESCM1.09.5
0,5174513,ESCM Workflow Line Inf. Status,ESCM2.00.1
0,5174514,ESCM Workflow Table Form,ESCM2.00.1
0,5174515,ESCM Message Line,ESCM1.09.5
0,5174516,ESCM Workflow Record Relation,ESCM1.09.4
0,5174517,ESCM Message Header,ESCM2.50
0,5174525,ESCM Workflow Overview Matrix,ESCM2.00.1
0,5370407,dynamo Setup,"DYNPMT10.19,DYNOGL10.02"
0,5370410,dynamo Granule Information,DYNPMT10.19
0,5370550,CH DTA Add. Bank Acc. Info,DYNPMT10.19
0,5370551,CH DTA Add. Vend. Bank Acc.,DYNPMT10.19
0,5370552,CH DTA Transaction Type,DYNPMT10.19
0,5370600,MT101 Comm. Bank Account,DYNPMT10.19
0,5370601,MT101 Transaction Instruction,DYNPMT10.19
0,5370602,MT101 Line Payment Definition,DYNPMT10.19
0,5370604,MT101 Message Buffer,DYNPMT10.19
0,5483207,Installment Setup,"OPP10.00,INS"
0,5483208,Installment Template,"OPP10.00,INS,MC0085"
0,5483209,Installment Template Lines,"OPP10.00,INS,MC0085"
0,5483210,Installment Plan,"OPP10.00,INS,MC0085"
0,5483211,Precalc. Installment Plan,"OPP10.00,INS,MC0085"
0,11102035,OM - Setup,OMA11.00
0,11102036,OM - Project,OMA12.00
0,11102037,OM - Project Object,OMA12.00
0,11102038,OM - Status History,OMA9.01
0,11102039,OM - Status,OMA12.00
0,11102040,OM - Flow,OMA11.00
0,11102041,OM - Flow Status,OMA10.00
0,11102042,OM - Modification,OMA11.01
0,11102043,OM - Transport,OMA12.00
0,11102044,OM - Comment Type,OMA8.01
0,11102045,OM - Expected Modification,OMA12.00
0,11102046,OM - Document Line,OMA9.01
0,11102047,OM - Action Group,OMA10.00
0,11102048,OM - Action,OMA12.00
0,11102049,OM - Action Field,OMA10.00
0,11102050,OM - Project Permissions,OMA9.05
0,11102051,OM - C/AL History Import,OMA9.00
0,11102052,OM - C/AL History Object,OMA12.00
0,11102053,OM - C/AL History Line,OMA7.01
0,11102054,OM - Object Lock,OMA11.00
0,11102055,OM - Role,OMA12.00
0,11102056,OM - User,OMA12.00
0,11102057,OM - Where Used Object,OMA12.00
0,11102058,OM - Where Used Object Line,OMA12.00
0,11102059,OM - Where Used Status,OMA9.00
0,11102060,OM - Where Used In,OMA12.00
0,11102061,OM - Where Used Cross Table,OMA11.00
0,11102062,OM - Variable Buffer,OMA10.00
0,11102063,OM - Object to Renumber,OMA9.05
0,11102064,OM - Object to Update Vars,OMA9.05
0,11102065,OM - Sort Variable Buffer,OMA9.01
0,11102066,OM - Transport Project History,OMA7.01
0,11102067,OM - Field Compare Line,OMA10.00
0,11102068,OM - Translation Tool Line,OMA12.00
0,11102070,OM - Translation Tool Rule,OMA11.00
0,11102073,OM - Known Object Export Error,OMA9.05
0,11102074,OM - Field to Renumber,OMA9.05
0,11102075,OM - Ask SQL,OMA9.06
0,11102076,OM - Element to Renumber,OMA9.05
0,11102077,OM - C/AL History Compiled,OMA9.01
0,11102078,OM - Relation,OMA9.01
0,11102079,OM - Object Import Line,OMA11.00
0,11102080,OM - Check Guidelines Object,OMA11.01
0,11102081,OM - Check Guidelines Comment,OMA12.00
0,11102082,OM - Check Guidelines Buffer,OMA9.01
0,11102083,OM - Check Transferfields Obj.,OMA9.05
0,11102084,OM - Check Transferfields Fld.,OMA12.00
0,11102085,OM - Repository Setup,OMA11.00
0,11102086,OM - Repository Log,OMA9.05
0,11102087,OM - Modification Buffer,OMA9.01
0,11102088,OM - Test Group,OMA10.00
0,11102089,OM - Test,OMA9.05
0,11102090,OM - Test Parameter,OMA9.01
0,11102091,OM - Test Log,OMA9.01
0,11102092,OM - MenuSuite Node,OMA9.05
0,11102093,OM - Branch,OMA11.00
0,11102094,OM - File,OMA9.01
0,11102095,OM - Comment,OMA11.00
0,11102096,OM - Comment Line,OMA9.01
0,11102097,OM - Project Type,OMA12.00
0,11102098,OM - Transport Type,OMA12.00
0,11102099,OM - NAV Database,OMA12.00
0,11102100,OM - Developer Cue,OMA12.00
0,11102101,OM - Setup Scope,OMA12.00
0,11102102,OM - Setup Value,OMA12.00
0,11102103,OM - Setup Option,OMA12.00
0,11102104,OM - Database Status,OMA12.00
0,11102105,OM - Database Compare Matrix,OMA12.00
0,11102106,OM - Project Type Role,OMA12.00
0,11102107,OM - Project Role,OMA12.00
0,11102108,OM - Transport Type Role,OMA12.00
0,11102109,OM - Transport Role,OMA12.00
0,11102110,OM - Where Used Data Table,OMA12.00
0,99000750,Work Shift,NAVW17.00
0,99000751,Shop Calendar,NAVW17.00
0,99000752,Shop Calendar Working Days,NAVW17.00
0,99000753,Shop Calendar Holiday,NAVW19.00
0,99000754,Work Center,"NAVW110.00,CO6.00,VG10.00.01,MF10.00.02,MI10.00.02,MC0115"
0,99000756,Work Center Group,NAVW17.00
0,99000757,Calendar Entry,NAVW110.00
0,99000758,Machine Center,"NAVW110.00,VG10.00.01,MF10.00.02,MC0078"
0,99000760,Calendar Absence Entry,NAVW19.00
0,99000761,Stop,NAVW17.00
0,99000762,Scrap,NAVW17.00
0,99000763,Routing Header,"NAVW110.00,MF10.00.01"
0,99000764,Routing Line,"NAVW110.00,VG10.00.02.1,MF7.00,MC0124"
0,99000765,Manufacturing Setup,NAVW110.00
0,99000770,Manufacturing Comment Line,NAVW17.00
0,99000771,Production BOM Header,"NAVW110.00,VG10.00.01,MF9.00.02"
0,99000772,Production BOM Line,"NAVW110.00.00.17972,VG10.00.02.1,MF10.00.02,MC0190"
0,99000773,Family,NAVW17.00
0,99000774,Family Line,NAVW17.00
0,99000775,Routing Comment Line,NAVW110.00
0,99000776,Production BOM Comment Line,NAVW110.00
0,99000777,Routing Link,NAVW18.00
0,99000778,Standard Task,NAVW17.00
0,99000779,Production BOM Version,"NAVW110.00,VG9.00.03"
0,99000780,Capacity Unit of Measure,"NAVW17.00,CO3.10"
0,99000781,Standard Task Tool,NAVW16.00
0,99000782,Standard Task Personnel,NAVW16.00
0,99000783,Standard Task Description,NAVW16.00
0,99000784,Standard Task Quality Measure,NAVW16.00
0,99000785,Quality Measure,NAVW17.00
0,99000786,Routing Version,NAVW110.00
0,99000788,Production Matrix BOM Line,NAVW17.00
0,99000789,Production Matrix  BOM Entry,NAVW16.00
0,99000790,Where-Used Line,NAVW110.00
0,99000799,Order Tracking Entry,NAVW16.00
0,99000800,Sales Planning Line,"NAVW19.00,MF7.00"
0,99000802,Routing Tool,NAVW110.00
0,99000803,Routing Personnel,NAVW110.00
0,99000805,Routing Quality Measure,NAVW110.00
0,99000829,Planning Component,"NAVW110.00.00.17972,VG10.00.01"
0,99000830,Planning Routing Line,"NAVW110.00,MF7.00"
0,99000832,Item Availability Line,NAVW17.00
0,99000846,Planning Buffer,NAVW17.00
0,99000848,Registered Absence,NAVW19.00
0,99000849,Action Message Entry,NAVW110.00
0,99000850,Planning Assignment,NAVW110.00.00.17972
0,99000851,Production Forecast Name,NAVW18.00
0,99000852,Production Forecast Entry,NAVW17.00
0,99000853,Inventory Profile,"NAVW19.00,VG10.00.01,ESCM1.09.5"
0,99000854,Inventory Profile Track Buffer,NAVW16.00
0,99000855,Untracked Planning Element,NAVW16.00
0,99000866,Capacity Constrained Resource,NAVW17.00
0,99000875,Order Promising Setup,NAVW16.00
0,99000880,Order Promising Line,NAVW19.00
0,99008535,TempBlob,NAVW110.00.00.20784
0,2000000004,Permission Set,
0,2000000005,Permission,
0,2000000006,Company,
0,2000000053,Access Control,
0,2000000065,Send-To Program,
0,2000000066,Style Sheet,
0,2000000067,User Default Style Sheet,
0,2000000068,Record Link,
0,2000000069,Add-in,
0,2000000071,Object Metadata,
0,2000000072,Profile,
0,2000000073,User Personalization,
0,2000000074,Profile Metadata,
0,2000000075,User Metadata,
0,2000000076,Web Service,
0,2000000078,Chart,
0,2000000079,Object Tracking,
0,2000000080,Page Data Personalization,
0,2000000100,Debugger Breakpoint,
0,2000000104,Debugger Watch,
0,2000000110,Active Session,MC0004
0,2000000111,Session Event,
0,2000000112,Server Instance,
0,2000000114,Document Service,
0,2000000120,User,
0,2000000121,User Property,
0,2000000130,Device,
0,2000000150,NAV App Object Metadata,
0,2000000151,NAV App Tenant App,
0,2000000152,NAV App Data Archive,
0,2000000153,NAV App Installed App,
0,2000000160,NAV App,
0,2000000161,NAV App Dependencies,
0,2000000162,NAV App Capabilities,
0,2000000163,NAV App Object Prerequisites,
0,2000000165,Tenant Permission Set,
0,2000000166,Tenant Permission,
0,2000000168,Tenant Web Service,
0,2000000169,NAV App Tenant Add-In,
0,2000000170,Configuration Package File,
0,2000000175,Scheduled Task,
0,2000000180,Media Set,
0,2000000181,Media,
0,2000000183,Tenant Media Set,
0,2000000184,Tenant Media,
0,2000000185,Tenant Media Thumbnails,
0,2000000189,Tenant License State,
0,2000000190,Entitlement Set,
0,2000000191,Entitlement,
0,2000000194,Webhook Notification,
0,2000000195,Membership Entitlement,
0,2000000196,Object Options,
0,2000000197,Token Cache,
0,2000000198,Page Documentation,
0,2000000199,Webhook Subscription,
1,3,Payment Terms,"NAVW19.00,MF9.00.03,OPP7.02.03"
1,4,Currency,"NAVW110.00,MF7.00,OPP10.00"
1,5,Finance Charge Terms,NAVW19.00
1,6,Customer Price Group,"NAVW19.00,MC0115"
1,7,Standard Text,NAVW110.00.00.15601
1,8,Language,NAVW19.00
1,9,Country/Region,"NAVW19.00,VG8.00,MF9.00.03,OPP9.00"
1,10,Shipment Method,NAVW17.00
1,13,Salesperson/Purchaser,"NAVW110.00.00.14199,MF9.00.03,MC0151"
1,14,Location,"NAVW110.00.00.17501,VG10.00,ESCM2.50"
1,15,G/L Account,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,CO3.01,VG10.00.01,MF7.00,OPP10.00,MC0002,MI10.00"
1,17,G/L Entry,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,CO5.00,OPP10.00,MC0002,MI10.00"
1,18,Customer,"NAVW110.00.00.17501,VG10.00.01,MF10.00.02,ESCM2.50,OPP10.00,INS,MIO,MC0117"
1,19,Cust. Invoice Disc.,NAVW17.00
1,21,Cust. Ledger Entry,"NAVW110.00,MF10.00.02,ESCM1.09.4,OPP10.00,INS,MIO,MC0117"
1,23,Vendor,"NAVW110.00.00.17501,NAVDACH10.00.00.17501,VG10.00.01,MF9.00.03,ESCM2.50,OPP10.00,INS,MIO,MC0199"
1,24,Vendor Invoice Disc.,NAVW17.00
1,25,Vendor Ledger Entry,"NAVW110.00,MF10.00.02,MC0110,OPP10.00,CH,INS,MIO,MC0139"
1,27,Item,"NAVW110.00.00.16996,VG10.00.02.1,MF10.00.02,ESCM2.50,MC0199"
1,30,Item Translation,NAVW17.00
1,32,Item Ledger Entry,"NAVW110.00.00.16585,VG7.00,MF7.00,MI10.00,ESCM2.00.1,MC0115"
1,36,Sales Header,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,VG10.00.02.00.01,MI10.00.02.2,MF10.00.02.1,ESCM2.50,OPP10.00,INS,MC0158"
1,37,Sales Line,"NAVW110.00.00.17972,VG10.00.02.2,MFMI10.00.02.2,MF10.00.02.1,ESCM2.50,MC0196,AZI"
1,38,Purchase Header,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,VG10.00.02.1,MI10.00.02,MF10.00.02.1,AL10.00,ESCM2.50,OPP10.00,CH,INS,MC0199"
1,39,Purchase Line,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,VG10.00.02.1,MI10.00,MF10.00.02,MC0124,ESCM2.2,MC0199"
1,42,Rounding Method,NAVW17.00
1,43,Purch. Comment Line,NAVW17.00
1,44,Sales Comment Line,"NAVW17.00,MF10.00.02"
1,45,G/L Register,"NAVW17.00,MC0002"
1,46,Item Register,NAVW17.10
1,47,Aging Band Buffer,NAVW16.00
1,48,Invt. Posting Buffer,"NAVW17.00,NAVDACH7.00,NAVDE7.00"
1,49,Invoice Post. Buffer,"NAVW110.00,MC0002"
1,50,Accounting Period,NAVW19.00
1,51,User Time Register,NAVW17.00
1,60,Document Sending Profile,NAVW110.00.00.16585
1,61,Electronic Document Format,NAVW110.00.00.16177
1,62,Record Export Buffer,NAVW110.00
1,77,Report Selections,"NAVW110.00.00.17972,VG9.00,MI10.00.02,MF10.00.02,AL10.00,ESCM2.4,MC0117"
1,78,Printer Selection,"NAVW110.00,MF10.00.02"
1,79,Company Information,"NAVW110.00,NAVDACH10.00,NAVAT10.00,MF10.00.02,MC0036"
1,80,Gen. Journal Template,"NAVW110.00,MC0002,OPP10.00"
1,81,Gen. Journal Line,"NAVW110.00.00.17972,NAVDACH10.00.00.17972,MF10.00.02,AL10.00,ESCM1.09.3,OPP10.00.03,CH,INS,MIO,MC0115,MI10.00.01"
1,82,Item Journal Template,NAVW110.00
1,83,Item Journal Line,"NAVW110.00.00.17972,VG10.00.02,MF10.00.02,ESCM2.1,MC0115"
1,84,Acc. Schedule Name,"NAVW110.00,OPP10.00"
1,85,Acc. Schedule Line,"NAVW110.00.00.17972,OPP10.00"
1,86,Exch. Rate Adjmt. Reg.,NAVW19.00
1,87,Date Compr. Register,"NAVW110.00,CO4.00"
1,90,BOM Component,"NAVW17.10,VG10.00.02"
1,91,User Setup,"NAVW110.00,MF10.00.02.1,MC0001,OPP10.00,MC0180"
1,92,Customer Posting Group,"NAVW19.00,MC0002,OPP10.00,INS"
1,93,Vendor Posting Group,"NAVW19.00,MC0002,OPP10.00,INS"
1,94,Inventory Posting Group,NAVW19.00
1,95,G/L Budget Name,NAVW19.00
1,96,G/L Budget Entry,NAVW110.00.00.17972
1,97,Comment Line,"NAVW17.00,MF10.00.02"
1,98,General Ledger Setup,"NAVW110.00,NAVDACH10.00,MC0110"
1,99,Item Vendor,"NAVW110.00.00.16177,MF9.00.03"
1,110,Sales Shipment Header,"NAVW110.00,VG10.00.01,MF10.00.02,ESCM2.50,OPP10.00,MC0201"
1,111,Sales Shipment Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00.02.1,MI10.00,MF9.00.03,ESCM2.2,MC0150"
1,112,Sales Invoice Header,"NAVW110.00.00.15601,VG10.00,MF10.00.02,MC0124,ESCM2.00.1,OPP10.00,INS"
1,113,Sales Invoice Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00.02,MI10.00,MF10.00,MC0150,ESCM2.00.1"
1,114,Sales Cr.Memo Header,"NAVW110.00.00.15601,VG9.00.03,MF10.00.02,MC0002,ESCM2.00.1,OPP10.00,INS"
1,115,Sales Cr.Memo Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00,MI10.00,MF10.00,MC0150,ESCM2.00.1"
1,120,Purch. Rcpt. Header,"NAVW110.00,VG10.00,MF10.00.02,ESCM2.50,OPP10.00"
1,121,Purch. Rcpt. Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00.02.1,MI10.00,MF10.00.02,MC0115,ESCM2.2"
1,122,Purch. Inv. Header,"NAVW110.00,NAVDACH10.00,VG9.00.02,MF10.00,ESCM2.00.1,MC0110,OPP10.00,INS"
1,123,Purch. Inv. Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00,MI9.00.03,MF10.00,MC0115,ESCM1.09.5"
1,124,Purch. Cr. Memo Hdr.,"NAVW110.00,NAVDACH10.00,VG9.00.02,MF9.00.03,ESCM2.00.1,MC0110,OPP10.00,INS"
1,125,Purch. Cr. Memo Line,"NAVW110.00.00.16585,NAVDACH10.00.00.16585,VG10.00,MI10.00,MF10.00,MC0115,ESCM1.09.5"
1,130,Incoming Document,NAVW110.00.00.17501
1,131,Incoming Documents Setup,NAVW19.00
1,132,Incoming Document Approver,NAVW17.10
1,133,Incoming Document Attachment,NAVW110.00.00.16996
1,134,Posted Docs. With No Inc. Buf.,NAVW110.00
1,135,Acc. Sched. KPI Web Srv. Setup,NAVW110.00
1,136,Acc. Sched. KPI Web Srv. Line,NAVW17.10
1,137,Inc. Doc. Attachment Overview,NAVW110.00
1,140,License Agreement,NAVW19.00
1,152,Resource Group,NAVW19.00
1,156,Resource,"NAVW110.00.00.15601,VG10.00.01,MF7.00"
1,160,Res. Capacity Entry,NAVW17.00
1,167,Job,"NAVW110.00.00.17972,VG10.00.01"
1,169,Job Ledger Entry,"NAVW110.00,VG7.00,MC0002"
1,170,Standard Sales Code,NAVW110.00.00.14199
1,171,Standard Sales Line,NAVW110.00.00.17972
1,172,Standard Customer Sales Code,NAVW19.00
1,173,Standard Purchase Code,NAVW110.00.00.14199
1,174,Standard Purchase Line,NAVW110.00.00.17972
1,175,Standard Vendor Purchase Code,"NAVW19.00,MI10.00"
1,179,Reversal Entry,"NAVW110.00.00.15601,MC0002,OPP10.00"
1,180,G/L Account Where-Used,NAVW17.00
1,197,Acc. Sched. KPI Buffer,NAVW110.00
1,200,Work Type,"NAVW17.00,CO3.00"
1,201,Resource Price,NAVW17.00
1,202,Resource Cost,NAVW16.00
1,203,Res. Ledger Entry,NAVW110.00
1,204,Unit of Measure,"NAVW19.00,CO3.00,MF7.00"
1,205,Resource Unit of Measure,NAVW19.00
1,206,Res. Journal Template,NAVW110.00
1,207,Res. Journal Line,NAVW110.00.00.17972
1,208,Job Posting Group,NAVW19.00
1,209,Job Journal Template,NAVW110.00
1,210,Job Journal Line,"NAVW110.00.00.17972,VG10.00.01,MC0002"
1,212,Job Posting Buffer,NAVW19.00
1,220,Business Unit,NAVW110.00.00.17972
1,221,Gen. Jnl. Allocation,"NAVW110.00.00.17972,OPP10.00"
1,222,Ship-to Address,"NAVW110.00,MF10.00.02,ESCM2.50"
1,223,Drop Shpt. Post. Buffer,NAVW16.00
1,224,Order Address,"NAVW110.00,ESCM2.50"
1,225,Post Code,NAVW110.00.00.16585
1,230,Source Code,NAVW19.00
1,231,Reason Code,"NAVW19.00,MF7.00"
1,232,Gen. Journal Batch,"NAVW110.00.00.17501,MC0004,OPP10.00"
1,233,Item Journal Batch,"NAVW17.00,ESCM2.1"
1,236,Res. Journal Batch,NAVW17.00
1,237,Job Journal Batch,NAVW17.00
1,240,Resource Register,NAVW17.00
1,241,Job Register,NAVW17.00
1,242,Source Code Setup,"NAVW110.00,NAVDACH10.00,CO7.12,MC0002"
1,244,Req. Wksh. Template,NAVW110.00
1,245,Requisition Wksh. Name,NAVW17.00
1,246,Requisition Line,"NAVW110.00.00.17972,VG10.00.02.1,MF9.00.03,ESCM1.09.4,MC0164,Process"
1,249,VAT Registration Log,NAVW110.00.00.15140
1,250,Gen. Business Posting Group,NAVW19.00
1,251,Gen. Product Posting Group,NAVW19.00
1,252,General Posting Setup,"NAVW17.10,OPP10.00,INS"
1,253,G/L Entry - VAT Entry Link,"NAVW17.10,OPP9.10"
1,254,VAT Entry,"NAVW110.00.00.16996,NAVDACH10.00.00.16996,171110,OPP10.00,MC0141"
1,255,VAT Statement Template,"NAVW110.00,NAVDACH10.00"
1,256,VAT Statement Line,"NAVW110.00,OPP10.00"
1,257,VAT Statement Name,"NAVW17.00,NAVDACH7.00,OPP10.00"
1,258,Transaction Type,NAVW17.00
1,259,Transport Method,NAVW17.00
1,260,Tariff Number,"NAVW17.00,NAVDACH7.00"
1,261,Intrastat Jnl. Template,"NAVW110.00,NAVDACH10.00"
1,262,Intrastat Jnl. Batch,NAVW18.00
1,263,Intrastat Jnl. Line,"NAVW19.00,NAVDACH9.00,MF7.00"
1,264,Currency Amount,NAVW16.00
1,265,Document Entry,"NAVW110.00,CO8.00"
1,266,Customer Amount,NAVW16.00
1,267,Vendor Amount,NAVW16.00
1,268,Item Amount,NAVW16.00
1,269,G/L Account Net Change,"NAVW17.00,OPP9.00"
1,270,Bank Account,"NAVW110.00.00.14199,OPP10.00,CH"
1,271,Bank Account Ledger Entry,"NAVW110.00,OPP10.00"
1,272,Check Ledger Entry,NAVW110.00
1,273,Bank Acc. Reconciliation,NAVW110.00.00.17972
1,274,Bank Acc. Reconciliation Line,"NAVW110.00.00.17972,MC0002"
1,275,Bank Account Statement,NAVW110.00
1,276,Bank Account Statement Line,NAVW18.00
1,277,Bank Account Posting Group,"NAVW110.00,DYNPMT10.19"
1,278,Job Journal Quantity,NAVW17.00
1,279,Extended Text Header,"NAVW110.00,NAVDACH10.00,VG10.00.01,MI10.00,MF10.00.02"
1,280,Extended Text Line,"NAVW16.00,VG10.00.01,MF10.00.02"
1,281,Phys. Inventory Ledger Entry,"NAVW19.00,VG7.00"
1,282,Entry/Exit Point,NAVW17.00
1,283,Line Number Buffer,NAVW16.00
1,284,Area,NAVW17.00
1,285,Transaction Specification,"NAVW17.00,NAVDACH7.00"
1,286,Territory,NAVW17.00
1,287,Customer Bank Account,"NAVW110.00,OPP10.00,CH"
1,288,Vendor Bank Account,"NAVW110.00,OPP10.00,CH"
1,289,Payment Method,"NAVW110.00,OPP10.00"
1,290,VAT Amount Line,NAVW110.00
1,291,Shipping Agent,"NAVW110.00,MF10.00.01,ESCM2.2"
1,292,Reminder Terms,NAVW19.00
1,293,Reminder Level,NAVW19.00
1,294,Reminder Text,NAVW17.00
1,295,Reminder Header,"NAVW110.00.00.17972,MF10.00.02"
1,296,Reminder Line,"NAVW110.00,MF7.00,OPP10.00"
1,297,Issued Reminder Header,"NAVW110.00.00.16585,MF10.00.02"
1,298,Issued Reminder Line,"NAVW19.00,OPP10.00,MC0036"
1,299,Reminder Comment Line,NAVW17.00
1,300,Reminder/Fin. Charge Entry,"NAVW19.00,OPP10.00"
1,301,Finance Charge Text,NAVW17.00
1,302,Finance Charge Memo Header,NAVW110.00.00.17972
1,303,Finance Charge Memo Line,NAVW110.00
1,304,Issued Fin. Charge Memo Header,NAVW110.00
1,305,Issued Fin. Charge Memo Line,NAVW17.10
1,306,Fin. Charge Comment Line,NAVW17.00
1,307,Inventory Buffer,NAVW16.00
1,308,No. Series,NAVW110.00
1,309,No. Series Line,"NAVW17.00,ESCM1.05.01"
1,310,No. Series Relationship,NAVW17.00
1,311,Sales & Receivables Setup,"NAVW110.00.00.17501,NAVDACH10.00.00.17501,MC0150"
1,312,Purchases & Payables Setup,"NAVW110.00,NAVDACH10.00"
1,313,Inventory Setup,"NAVW19.00,NAVDACH9.00"
1,314,Resources Setup,NAVW17.00
1,315,Jobs Setup,NAVW110.00
1,317,Payable Vendor Ledger Entry,NAVW110.00
1,318,Tax Area,NAVW110.00
1,319,Tax Area Line,NAVW17.00
1,320,Tax Jurisdiction,NAVW110.00
1,321,Tax Group,NAVW110.00
1,322,Tax Detail,NAVW110.00
1,323,VAT Business Posting Group,NAVW19.00
1,324,VAT Product Posting Group,"NAVW110.00,NAVDACH10.00"
1,325,VAT Posting Setup,"NAVW110.00,NAVDACH10.00,OPP10.00"
1,326,Tax Setup,NAVW110.00
1,328,Currency for Fin. Charge Terms,NAVW19.00
1,329,Currency for Reminder Level,NAVW19.00
1,330,Currency Exchange Rate,NAVW110.00
1,331,Adjust Exchange Rate Buffer,NAVW19.00
1,332,Currency Total Buffer,NAVW17.00
1,333,Column Layout Name,NAVW17.00
1,334,Column Layout,NAVW110.00
1,335,Resource Price Change,NAVW17.00
1,336,Tracking Specification,"NAVW110.00,MF10.00.02"
1,337,Reservation Entry,"NAVW110.00.00.17501,NAVDACH10.00.00.17501,VG7.00"
1,338,Entry Summary,"NAVW18.00,VG10.00.02"
1,339,Item Application Entry,NAVW110.00.00.17501
1,340,Customer Discount Group,NAVW19.00
1,341,Item Discount Group,NAVW19.00
1,342,Acc. Sched. Cell Value,NAVW17.00
1,343,Item Application Entry History,NAVW17.00
1,347,Close Income Statement Buffer,NAVW16.00
1,348,Dimension,NAVW110.00
1,349,Dimension Value,"NAVW110.00,CO8.02,MF7.00"
1,350,Dimension Combination,NAVW17.00
1,351,Dimension Value Combination,NAVW16.00
1,352,Default Dimension,"NAVW110.00.00.16177,MF7.10,CRK10.00"
1,353,Dimension ID Buffer,NAVW16.00
1,354,Default Dimension Priority,NAVW110.00
1,360,Dimension Buffer,NAVW110.00
1,363,Analysis View,NAVW19.00
1,364,Analysis View Filter,NAVW19.00
1,365,Analysis View Entry,NAVW110.00.00.17972
1,366,Analysis View Budget Entry,NAVW110.00.00.17972
1,367,Dimension Code Buffer,NAVW16.00
1,368,Dimension Selection Buffer,"NAVW19.00,CO7.01.00.43894"
1,369,Selected Dimension,NAVW110.00
1,370,Excel Buffer,"NAVW110.00.00.16177,MF7.00"
1,371,Budget Buffer,NAVW16.00
1,372,Payment Buffer,"NAVW110.00,MC0002"
1,373,Dimension Entry Buffer,NAVW16.00
1,374,G/L Acc. Budget Buffer,NAVW110.00.00.17972
1,375,Dimension Code Amount Buffer,NAVW16.00
1,376,G/L Account (Analysis View),NAVW110.00.00.17972
1,377,Object Translation,NAVW17.00
1,378,Report List Translation,NAVW16.00.01
1,379,Detailed Cust. Ledg. Entry,"NAVW110.00,MF7.00,MC0115,OPP10.00"
1,380,Detailed Vendor Ledg. Entry,"NAVW110.00,MC0002,OPP10.00"
1,381,VAT Registration No. Format,"NAVW110.00,MC0004"
1,382,CV Ledger Entry Buffer,"NAVW110.00,MC0002,OPP10.00,INS"
1,383,Detailed CV Ledg. Entry Buffer,"NAVW110.00,MF9.00.02,MC0002,OPP10.00"
1,384,Reconcile CV Acc Buffer,NAVW16.00
1,386,Entry No. Amount Buffer,NAVW110.00.00.17972
1,388,Dimension Translation,NAVW19.00
1,390,Availability at Date,NAVW16.00
1,394,XBRL Taxonomy,NAVW17.00
1,395,XBRL Taxonomy Line,NAVW110.00.00.17972
1,396,XBRL Comment Line,NAVW16.00
1,397,XBRL G/L Map Line,NAVW16.00
1,398,XBRL Rollup Line,NAVW17.00
1,399,XBRL Schema,NAVW16.00
1,400,XBRL Linkbase,NAVW18.00
1,401,XBRL Taxonomy Label,NAVW16.00.01
1,402,Change Log Setup,NAVW16.00
1,403,Change Log Setup (Table),NAVW110.00
1,404,Change Log Setup (Field),NAVW16.00
1,405,Change Log Entry,"NAVW110.00,MF7.00"
1,408,XBRL Line Constant,NAVW16.00
1,409,SMTP Mail Setup,NAVW110.00
1,410,IC G/L Account,NAVW17.00
1,411,IC Dimension,NAVW17.00
1,412,IC Dimension Value,NAVW18.00
1,413,IC Partner,NAVW110.00
1,414,IC Outbox Transaction,NAVW19.00
1,415,IC Outbox Jnl. Line,NAVW18.00
1,416,Handled IC Outbox Trans.,NAVW17.00
1,417,Handled IC Outbox Jnl. Line,NAVW18.00
1,418,IC Inbox Transaction,NAVW110.00
